ain,tocstatus,confirmtoc,include,abovetoc,linked,baseunder50,tract,jobs_idx,address,cp_casenum,full_approvetime,minus_holddays,holddays,zc_floorarea,total_units,aff_units,mr_units,pct_aff,councildistrict,tocdist,zipcode,lv2012,lv2020,lv2015,spadummy,redevdummy,geoid,medianhouseholdincome16,peroo16,persingfam16,medianhomevalue16,mediangrossrent16,cbddist,cp_filing,cp_complet,cp_approva,var39,permit_num,ladbs_subm,ladbs_perm,permitfeesubtotal,basementlevelsbc,basementlevelszc,undefinedaffordableunits,var47,moccgroup,retail,r2occgroupsqft,s2occgroupsqft,longtermbicycleparkingprovided,longtermbicycleparkingrequired,parkingrequiredautobicycle,providedcompact,provideddisabled,providedstandard,totalparking,parkingratio,shorttermbicycleparkingprovided,shorttermbicycleparkingrequired,constructiontype1,constructiontype2,constructiontype3,var65,multi_parcel,rectangle_ratio,n_vertices,neighbors,corner,corner_check,match_type,intersection,alley,ln_time,ln_units,affordable,ln_income,tocborder,half_mile_border,odd_lot,basement,parking_req_perunit,lnparking,nonTOCdisc,third_border,quarter_mile,moige,year,_merge
5037007022.0,TOC BR,1.0,1,0,0,1.0,231210.0,40.5,1249 W 39TH PL,,450,450,,39597,42,5.0,37.0,0.11904762,8.0,-5404.0923,90037.0,794200.0,3313000.0,1846000.0,1.0,0.0,6037231210.0,25958.0,21.372719,41.50165,290400.0,971.0,3.5352507,#N/A,#N/A,#N/A,1249 W 39TH PL,18010-20000-03759,7/30/2018,10/23/2019,"$210,142",0,1,0,0,0.0,0.0,40463.0,12904.0,38.0,37.0,63.0,0.0,1.0,37.0,38.0,0.9,6,5,I-A,V-A,0,,,0.9995767,7.0,6.0,no,no,address,0.0,0.0,6.1092477,3.7376697,0.0,10.164235,1.0,,0.0,1.0,1.5,3.637586,0.0,,,matched (3),2018.0,matched (3)
5040018006.0,Non-TOC BR,,1,0,0,1.0,222600.0,58.0,1196 W 35TH ST,,544,544,,24841,15,0.0,15.0,0.0,8.0,-6694.395,90007.0,,,,1.0,0.0,6037222600.0,26188.0,15.356265,47.753742,438200.0,1115.0,2.9184036,#N/A,#N/A,#N/A,1196 W 35TH ST,17010-10000-04375,11/9/2017,5/7/2019,"$159,892",#N/A,#N/A,#N/A,0,0.0,0.0,31543.0,13423.0,15.0,15.0,54.0,3.0,1.0,33.0,37.0,2.5,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.99723524,9.0,2.0,no,yes,address,0.0,0.0,6.2989492,2.7080503,0.0,10.173057,1.0,,0.0,0.0,3.6,3.6109178,0.0,,,matched (3),2017.0,matched (3)
5043002016.0,Non-TOC BR,,1,0,0,1.0,219901.0,67.666664,5335 W ADAMS BLVD,,326,326,,44992,42,0.0,42.0,0.0,10.0,-73.015236,90016.0,1483600.0,4654500.0,2810000.0,0.0,1.0,6037219901.0,28846.0,30.097088,38.007862,369400.0,1044.0,6.2038918,#N/A,#N/A,#N/A,5335 W ADAMS BLVD,17010-10000-01522,4/20/2017,3/12/2018,"$230,546",#N/A,#N/A,#N/A,0,14616.0,1.0,34689.0,53509.0,162.0,162.0,100.0,55.0,6.0,87.0,148.0,3.5,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.9995986,7.0,2.0,no,yes,manual,0.0,0.0,5.786897,3.7376697,0.0,10.269727,1.0,1.0,0.0,0.0,2.3809524,4.9972124,0.0,1.0,1.0,matched (3),2017.0,matched (3)
5044011026.0,Non-TOC BR,,1,0,0,1.0,234200.0,30.0,2927 W EXPOSITION PL,,430,430,,21734,12,0.0,12.0,0.0,10.0,-463.07846,90018.0,1326800.0,4549700.0,2727800.0,1.0,0.0,6037234200.0,52794.0,61.220825,76.799324,488500.0,1198.0,4.7119317,#N/A,#N/A,#N/A,2927 W EXPOSITION PL,18010-10000-00133,1/16/2018,3/22/2019,"$90,529",2018,#N/A,#N/A,No disabled,0.0,0.0,16966.0,4768.0,12.0,12.0,24.0,12.0,0.0,12.0,24.0,2.0,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.99005485,10.0,1.0,yes,yes,manual,1.0,0.0,6.063785,2.4849067,0.0,10.874153,1.0,1.0,0.0,0.0,2.0,3.1780539,0.0,1.0,1.0,matched (3),2018.0,matched (3)
5046015026.0,TOC BR,1.0,1,0,0,1.0,219500.0,40.0,3524 S CHESAPEAKE AVE,,503,503,,22935,27,3.0,24.0,0.11111111,10.0,-2305.9355,90016.0,1483600.0,4654500.0,2810000.0,1.0,0.0,6037219500.0,57236.0,75.51867,73.13055,441600.0,1081.0,5.57278,#N/A,#N/A,#N/A,3524 S CHESAPEAKE AVE,18010-20000-00905,2/28/2018,7/16/2019,"$121,975",0,1,0,0,0.0,0.0,23736.0,6614.0,27.0,27.0,44.0,0.0,1.0,15.0,16.0,0.6,4,3,I-A,V-A,0,,yes,0.49531707,23.0,100.0,no,yes,manual,0.0,0.0,6.22059,3.295837,0.0,10.954938,1.0,1.0,1.0,1.0,1.6296296,2.7725887,0.0,,,matched (3),2018.0,matched (3)
5046015030.0,Non-TOC BR,,1,0,0,1.0,219500.0,40.0,3500 S CHESAPEAKE AVE,,531,531,,20449,19,3.0,16.0,0.15789473,10.0,-2478.8577,90016.0,1483600.0,4654500.0,2810000.0,1.0,0.0,6037219500.0,57236.0,75.51867,73.13055,441600.0,1081.0,5.5625615,#N/A,#N/A,#N/A,3500 S CHESAPEAKE AVE,18010-20000-00374,1/31/2018,7/16/2019,"$109,736",2018,#N/A,#N/A,0,0.0,0.0,20782.0,7315.0,22.0,22.0,41.0,0.0,1.0,18.0,19.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.99963325,9.0,1.0,yes,yes,manual,1.0,0.0,6.274762,2.944439,0.0,10.954938,1.0,1.0,0.0,0.0,2.1578948,2.944439,0.0,,,matched (3),2018.0,matched (3)
5049014009.0,TOC BR,1.0,1,0,0,1.0,219800.0,60.666668,2602 S ORANGE DR,,301,301,,20437,25,3.0,22.0,0.12,10.0,-1872.023,90016.0,1483600.0,4654500.0,2810000.0,0.0,1.0,6037219800.0,29375.0,25.730993,50.141376,349300.0,1012.0,5.8701425,#N/A,#N/A,#N/A,2602 S ORANGE DR,18010-10000-01056,4/4/2018,1/30/2019,"$127,453",1,1,0,0,4590.0,1.0,17107.0,14216.0,28.0,28.0,54.0,3.0,4.0,18.0,25.0,1.0,6,6,I-A,V-A,0,,,0.8068894,10.0,3.0,yes,yes,address,1.0,0.0,5.7071104,3.218876,0.0,10.287899,1.0,1.0,1.0,1.0,2.16,3.218876,0.0,,,matched (3),2018.0,matched (3)
5054028018.0,Non-TOC Disc,,1,0,0,1.0,221810.0,73.0,2600 S CATALINA ST,DIR-2016-712-CCMP,1390,1390,,17029,15,0.0,15.0,0.0,8.0,-6872.0986,90007.0,,,,1.0,0.0,6037221810.0,14063.0,8.37104,28.730965,457100.0,1050.0,2.607054,3/3/2016,4/1/2016,5/2/2017,2600 S CATALINA ST,17010-10000-05120,12/27/2017,12/23/2019,"$98,029",#N/A,#N/A,#N/A,0,0.0,0.0,21222.0,7695.0,15.0,15.0,46.0,11.0,1.0,16.0,28.0,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.99733454,7.0,2.0,yes,yes,AIN,1.0,0.0,7.237059,2.7080503,0.0,9.551303,1.0,,0.0,0.0,3.0666666,3.3322046,1.0,,,matched (3),2017.0,matched (3)
5068018013.0,Non-TOC Disc,,1,0,0,1.0,216700.0,86.333336,1556 S HI POINT ST,DIR-2016-1368-DB,778,483,,57854,45,4.0,41.0,0.08888889,10.0,-1389.6239,90035.0,4754200.0,10192000.0,7509400.0,0.0,0.0,6037216700.0,69593.0,39.72431,34.90725,711700.0,1618.0,6.6829658,4/18/2016,2/21/2017,8/15/2017,1556 S HI POINT ST,16010-20000-02390,6/7/2016,6/5/2018,"$280,333",0,1,0,0,0.0,0.0,57854.0,26445.0,65.0,45.0,135.0,38.0,2.0,45.0,85.0,1.9,5,5,0,0,0,,,0.9988263,11.0,4.0,no,no,address,0.0,0.0,6.1800165,3.8066626,0.0,11.150419,1.0,1.0,0.0,1.0,3.0,4.4426513,1.0,1.0,,matched (3),2016.0,matched (3)
5069019026.0,TOC BR,1.0,1,0,0,1.0,216900.0,82.6,5550 W PICO BLVD,,412,412,,31218.32,40,4.0,36.0,0.1,10.0,-403.05292,90019.0,2809800.0,6628300.0,4492900.0,0.0,1.0,6037216900.0,52262.0,41.25305,40.142517,729400.0,1412.0,6.1179595,#N/A,#N/A,#N/A,5550 W PICO BLVD,18010-30000-04577,9/18/2018,11/4/2019,"$167,190",0,0,0,0,989.0,1.0,30228.0,12007.0,0.0,40.0,28.0,2.0,4.0,22.0,28.0,0.7,7,7,V-B,0,0,,,0.93701303,18.0,1.0,yes,no,address,1.0,0.0,6.0210233,3.6888795,0.0,10.864025,1.0,1.0,1.0,0.0,0.7,3.3322046,0.0,1.0,1.0,matched (3),2018.0,matched (3)
5070017001.0,TOC BR,1.0,1,0,0,1.0,217200.0,67.75,5050 W PICO BLVD,,940,940,,55715,79,8.0,71.0,0.101265825,10.0,-1699.51,90019.0,2809800.0,6628300.0,4492900.0,0.0,1.0,6037217200.0,52426.0,17.10199,23.235294,795600.0,1308.0,5.442584,8/30/2016,3/29/2017,10/30/2017,5050 W PICO BLVD,16010-10000-05000,11/16/2016,6/14/2019,"$352,510",1,1,0,0,2121.0,1.0,53594.0,27546.0,61.0,61.0,47.0,0.0,3.0,64.0,67.0,0.8,6,6,I-A,III-A,0,,,0.82189816,19.0,1.0,yes,no,address,1.0,0.0,6.84588,4.3694477,0.0,10.867158,1.0,1.0,1.0,1.0,0.5949367,4.204693,0.0,1.0,,matched (3),2016.0,matched (3)
5072017012.0,TOC DISC,1.0,1,0,0,1.0,218110.0,50.5,3617 W VENICE BLVD,DIR-2019-3912-TOC,364,364,,24469,28,3.0,25.0,0.10714286,10.0,-1198.7719,90019.0,2809800.0,6628300.0,4492900.0,0.0,1.0,6037218110.0,41587.0,33.19185,37.864887,610400.0,1134.0,4.077715,7/1/2019,1/0/1900,12/13/2019,3617 W VENICE BLVD,19010-20000-01119,3/15/2019,3/13/2020,"$192,098",#N/A,#N/A,0,,0.0,0.0,29948.0,12745.0,30.0,30.0,50.0,4.0,2.0,26.0,32.0,1.1,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.95,13.0,,yes,yes,manual2,1.0,0.0,5.897154,3.3322046,0.0,10.635543,1.0,1.0,1.0,0.0,1.7857143,3.465736,0.0,1.0,1.0,matched (3),2019.0,matched (3)
5073009012.0,TOC BR,1.0,1,0,0,1.0,221303.0,60.5,1540 S ST ANDREWS PL,,505,505,,40052,38,4.0,34.0,0.10526316,10.0,-1802.0454,90019.0,2809800.0,6628300.0,4492900.0,0.0,0.0,6037221303.0,28125.0,10.677083,15.508685,500000.0,920.0,3.3736808,#N/A,#N/A,#N/A,1540 S ST ANDREWS PL,18010-10000-03716,7/25/2018,12/12/2019,"$192,131",0,0,0,0,0.0,0.0,44153.0,14947.0,38.0,38.0,19.0,0.0,2.0,32.0,34.0,0.9,4,4,I-A,V-A,0,,,0.9990168,8.0,6.0,no,no,address,0.0,0.0,6.2245584,3.637586,0.0,10.244414,1.0,1.0,0.0,0.0,0.5,3.5263605,0.0,,,matched (3),2018.0,matched (3)
5073018902.0,TOC DISC,,1,0,0,1.0,221302.0,52.0,1856 S WILTON PL,DIR-2017-5395-SPR-TOC,510,510,,70918,64,62.0,2.0,0.96875,10.0,-985.42566,90019.0,2809800.0,6628300.0,4492900.0,0.0,1.0,6037221302.0,35148.0,7.736804,12.98518,427900.0,1090.0,3.5720441,12/20/2017,1/4/2018,2/26/2018,1856 S WILTON PL,18010-10000-00904,3/12/2018,5/14/2019,"$369,291",#N/A,#N/A,#N/A,No (auto+bicycle),0.0,0.0,43844.0,28489.0,66.0,66.0,0.0,24.0,4.0,35.0,63.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.9975209,17.0,3.0,no,yes,manual,0.0,0.0,6.234411,4.158883,1.0,10.467323,1.0,1.0,0.0,0.0,0.0,4.1431346,1.0,1.0,1.0,matched (3),2018.0,matched (3)
5075029012.0,TOC BR,1.0,1,0,0,1.0,221602.0,79.0,1950 S NORMANDIE AVE,,625,625,,10107,13,3.0,10.0,0.23076923,1.0,-4994.049,90007.0,,,,0.0,0.0,6037221602.0,25625.0,6.912442,37.78027,360000.0,1028.0,2.7980921,#N/A,#N/A,#N/A,1950 S NORMANDIE AVE,18010-10000-01200,3/19/2018,12/4/2019,"$61,961",0,0,0,0,0.0,0.0,10919.0,3142.0,13.0,13.0,25.0,0.0,1.0,7.0,8.0,0.6,2,2,I-A,V-A,0,,,0.9748465,6.0,1.0,yes,no,AIN,1.0,0.0,6.437752,2.5649493,0.0,10.151323,1.0,,0.0,0.0,1.9230769,2.0794415,0.0,,,matched (3),2018.0,matched (3)
5076006007.0,TOC DISC,1.0,1,0,0,1.0,213401.0,83.0,971 S HOOVER ST,DIR-2018-1122-TOC-WDI,1160,1092,,25061,39,4.0,35.0,0.102564104,1.0,-9461.485,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213401.0,31419.0,2.6361032,3.488372,448500.0,1061.0,1.8201729,3/1/2018,7/19/2018,9/25/2018,971 S HOOVER ST,17010-10000-00049,1/6/2017,3/11/2020,"$136,637",1,1,0,0,0.0,0.0,25061.0,12034.0,40.0,39.0,59.0,4.0,1.0,20.0,25.0,0.6,4,4,I-A,III-A,0,,,0.997821,8.0,5.0,no,no,address,0.0,0.0,6.995766,3.6635616,0.0,10.355168,1.0,,0.0,1.0,1.5128205,3.218876,0.0,,,matched (3),2017.0,matched (3)
5076006025.0,Non-TOC Disc,,1,0,0,1.0,213401.0,83.0,2600 W SAN MARINO ST,CPC-2014-3004-DB,1295,1203,,21333,31,4.0,27.0,0.12903225,1.0,-8758.994,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213401.0,31419.0,2.6361032,3.488372,448500.0,1061.0,1.8552433,8/15/2014,1/28/2015,12/14/2015,2600 W SAN MARINO ST,16010-10000-03987,9/7/2016,3/2/2018,"$111,635",#N/A,#N/A,#N/A,0,0.0,0.0,23544.0,10627.0,31.0,31.0,62.0,0.0,1.0,27.0,28.0,0.9,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.999217,5.0,2.0,yes,yes,AIN,1.0,0.0,7.0925736,3.4339871,0.0,10.355168,1.0,,0.0,0.0,2.0,3.3322046,1.0,,,matched (3),2016.0,matched (3)
5076018023.0,Non-TOC Disc,,1,0,0,0.0,213402.0,85.0,1255 S ELDEN AVE,DIR-2015-805-DB-SPR,1393,1229,,100845,93,92.0,1.0,0.9892473,1.0,-9023.614,90006.0,1790300.0,4747900.0,3046700.0,0.0,0.0,6037213402.0,33398.0,4.394141,2.9276693,683800.0,999.0,1.9925336,2/25/2015,3/27/2015,12/22/2015,1255 S ELDEN AVE,18010-10000-03031,6/20/2018,12/19/2018,"$554,833",#N/A,#N/A,#N/A,0,0.0,0.0,110158.0,42733.0,72.0,71.0,164.0,38.0,5.0,52.0,95.0,1.0,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.9974906,17.0,2.0,no,yes,address,0.0,0.0,7.113956,4.5325994,1.0,10.416251,1.0,,0.0,0.0,1.7634408,4.553877,1.0,,,matched (3),2018.0,matched (3)
5077013034.0,Non-TOC Disc,,1,1,0,0.0,-6036997632.0,,2801 W SUNSET PL,DIR-2016-755-DD-SPR,1031,782,249.0,"1,140,406",644,,,,10.0,,90005.0,,,,,,2122.04,,,,,,,3/7/2016,12/9/2016,7/21/2017,,16010-10000-04209,9/21/2016,1/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,6.6618547,6.4676986,1.0,,0.0,,0.0,0.0,,,1.0,,,using only (2),2016.0,matched (3)
5077015012.0,Non-TOC Disc,,1,0,0,1.0,212204.0,79.5,2847 W LEEWARD AVE,VTT-82230-CN,547,475,,55562,46,0.0,46.0,0.0,1.0,-7493.8223,90005.0,2447400.0,6124200.0,4652500.0,0.0,0.0,6037212204.0,25104.0,3.990423,3.2860343,358300.0,792.0,1.9866958,#N/A,#N/A,#N/A,2847 W LEEWARD AVE,17010-10000-02733,7/13/2017,1/11/2019,"$300,560",2,2,0,0,0.0,0.0,61789.0,35174.0,46.0,46.0,142.0,28.0,2.0,61.0,91.0,2.0,5,5,I-A,III-A,0,,,0.9993909,7.0,6.0,no,no,address,0.0,0.0,6.163315,3.8286414,0.0,10.130782,1.0,,0.0,1.0,3.0869565,4.5108595,1.0,,,matched (3),2017.0,matched (3)
5077016027.0,TOC DISC,1.0,1,0,0,0.0,219010.0,32.5,2968 W 7TH ST,DIR-2018-5945-TOC-SPR,341,341,,200279,228,23.0,205.0,0.100877196,10.0,-620.802,90018.0,1326800.0,4549700.0,2727800.0,1.0,0.0,6037219010.0,49583.0,53.01775,82.42492,363500.0,1282.0,4.354047,10/12/2018,12/18/2018,2/27/2019,2968 W 7TH ST,18010-10000-05557,11/16/2018,9/18/2019,"$1,049,218",0,0,94 density bonus units,0,4015.0,1.0,189828.0,31750.0,136.0,136.0,279.0,95.0,5.0,144.0,244.0,1.1,18,18,I-A,III-A,0,,,0.9994858,15.0,84.0,no,yes,AIN,0.0,0.0,5.8318825,5.4293456,0.0,10.811403,1.0,1.0,0.0,0.0,1.2236842,5.497168,0.0,1.0,1.0,matched (3),2018.0,matched (3)
5077029020.0,TOC DISC,1.0,1,0,0,0.0,212202.0,80.0,2880 W JAMES M. WOOD BLVD,DIR-2018-309-TOC-SPR,533,503,,168405,193,20.0,173.0,0.103626944,1.0,-9036.096,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037212202.0,34375.0,2.3159635,2.7972028,,834.0,2.2457895,1/18/2018,3/16/2018,7/11/2018,2880 W JAMES M. WOOD BLVD,18010-10000-02075,5/9/2018,7/5/2019,"$861,751",2,2,20 density bonus units,0,6813.0,1.0,153447.0,80560.0,131.0,131.0,122.0,62.0,6.0,125.0,193.0,1.0,22,22,I-A,III-A,0,,,0.8767694,30.0,8.0,no,no,address,0.0,0.0,6.22059,5.26269,0.0,10.445085,1.0,,1.0,1.0,0.63212436,5.26269,0.0,,,matched (3),2018.0,matched (3)
5078003003.0,Non-TOC Disc,,1,0,0,1.0,213310.0,73.0,955 S FEDORA ST,DIR-2015-1168-DB,1445,1445,,46940,60,6.0,54.0,0.1,10.0,-6192.885,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213310.0,36753.0,8.838821,14.09728,467700.0,1163.0,2.6060913,3/27/2015,4/29/2015,8/22/2016,955 S FEDORA ST,16010-10000-02730,6/27/2016,3/11/2019,"$279,987",1,1,0,0,0.0,0.0,51478.0,22857.0,60.0,60.0,104.0,10.0,1.0,44.0,55.0,0.9,6,6,I-A,III-A,0,,,0.99705833,7.0,5.0,no,no,address,0.0,0.0,7.2758646,4.0943446,0.0,10.511975,1.0,,0.0,1.0,1.7333333,4.0073333,1.0,,,matched (3),2016.0,matched (3)
5078004019.0,TOC DISC,1.0,1,0,0,1.0,213310.0,73.0,970 S FEDORA ST,DIR-2019-1113-TOC,360,214,,36971,45,5.0,40.0,0.11111111,10.0,-6149.1357,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213310.0,36753.0,8.838821,14.09728,467700.0,1163.0,2.6002355,2/25/2019,9/11/2019,11/1/2019,970 S FEDORA ST,19010-10000-02515,7/8/2019,2/20/2020,"$213,205",1,1,0,0,0.0,0.0,38430.0,17236.0,42.0,42.0,25.0,17.0,1.0,26.0,44.0,1.0,4,4,I-A,III-A,0,,,0.97644264,10.0,6.0,no,no,address,0.0,0.0,5.365976,3.8066626,0.0,10.511975,1.0,,0.0,1.0,0.5555556,3.7841897,0.0,,,matched (3),2019.0,matched (3)
5078005018.0,TOC DISC,1.0,1,0,0,1.0,213310.0,73.0,966 S KENMORE AVE,DIR-2017-3720-TOC,555,470,,38710,50,4.0,46.0,0.08,10.0,-6467.2656,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213310.0,36753.0,8.838821,14.09728,467700.0,1163.0,2.54253,9/19/2017,6/5/2018,11/2/2018,966 S KENMORE AVE,18010-10000-03412,7/3/2018,3/28/2019,"$267,806",1,1,0,0,0.0,0.0,32956.0,15163.0,42.0,42.0,25.0,13.0,1.0,31.0,45.0,0.9,4,4,I-A,III-A,0,,,0.99702525,9.0,5.0,no,no,address,0.0,0.0,6.152733,3.912023,0.0,10.511975,1.0,,0.0,1.0,0.5,3.8066626,0.0,,,matched (3),2018.0,matched (3)
5078007024.0,Non-TOC Disc,,1,0,0,1.0,213320.0,77.5,954 S CATALINA ST,DIR-2015-4172-DB,1545,1343,,11233,19,3.0,16.0,0.15789473,10.0,-7108.686,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213320.0,28523.0,6.0228453,15.406977,638900.0,873.0,2.4271812,11/13/2015,6/21/2016,8/5/2016,954 S CATALINA ST,17010-10000-03028,8/8/2017,2/5/2020,"$65,770",1,1,0,0,0.0,0.0,11233.0,5282.0,20.0,19.0,10.0,0.0,1.0,10.0,11.0,0.6,2,2,I-A,III-A,0,,,0.9984003,6.0,6.0,no,no,AIN,0.0,0.0,7.202661,2.944439,0.0,10.258466,1.0,,0.0,1.0,0.5263158,2.3978953,1.0,,,matched (3),2017.0,matched (3)
5080012006.0,Non-TOC Disc,,1,0,0,0.0,213202.0,67.5,3057 W PICO BLVD,CPC-2016-1603-ZC-HD,950,950,,62365,51,0.0,51.0,0.0,10.0,-2946.961,90006.0,1790300.0,4747900.0,3046700.0,0.0,0.0,6037213202.0,33800.0,16.282642,27.29242,555100.0,1022.0,3.1576827,5/6/2016,6/2/2016,7/26/2017,3057 W PICO BLVD,15010-10000-03721,10/30/2015,6/6/2018,"$288,061",2,2,0,0,0.0,0.0,53067.0,38645.0,51.0,51.0,116.0,56.0,4.0,56.0,116.0,2.3,6,6,I-A,III-A,0,,yes,0.99992377,8.0,4.0,yes,yes,manual,1.0,0.0,6.856462,3.9318256,0.0,10.428216,1.0,,0.0,1.0,2.27451,4.75359,1.0,,,matched (3),2015.0,matched (3)
5080016008.0,Non-TOC Disc,,1,0,0,1.0,213201.0,66.666664,944 S SERRANO AVE,ZA-2017-1390-ZAA,757,757,,62872,32,0.0,32.0,0.0,10.0,-3882.4065,90006.0,1790300.0,4747900.0,3046700.0,0.0,1.0,6037213201.0,29052.0,7.661823,10.888078,384100.0,1053.0,3.086869,4/5/2017,6/1/2017,11/8/2017,944 S SERRANO AVE,17010-10000-04950,12/18/2017,5/2/2019,"$322,345",#N/A,#N/A,#N/A,0,0.0,0.0,61048.0,39350.0,32.0,32.0,99.0,25.0,2.0,53.0,80.0,2.5,#N/A,#N/A,#N/A,#N/A,#N/A,,yes,0.99601233,11.0,41.0,yes,yes,manual,1.0,0.0,6.629363,3.465736,0.0,10.276843,1.0,,0.0,0.0,3.09375,4.3820267,1.0,,,matched (3),2017.0,matched (3)
5080021013.0,TOC DISC,1.0,1,0,0,1.0,219300.0,34.0,3050 W 11TH ST,DIR-2017-5540-TOC,1281,1281,,57249,39,5.0,34.0,0.12820512,10.0,-795.8599,90018.0,1326800.0,4549700.0,2727800.0,1.0,0.0,6037219300.0,29980.0,25.663717,51.64042,395600.0,1045.0,4.61758,12/28/2017,1/29/2018,8/23/2018,3050 W 11TH ST,16010-10000-01148,3/23/2016,9/25/2019,"$323,596",0,1,0,STATUS: Issued 9/25/2019,0.0,0.0,57660.0,26919.0,39.0,39.0,79.0,39.0,4.0,34.0,77.0,2.0,4,4,I-A,III-A,0,,yes,1.0,4.0,,no,yes,manual2,0.0,0.0,7.1553965,3.6635616,0.0,10.308286,1.0,1.0,0.0,1.0,2.025641,4.3438053,0.0,1.0,1.0,matched (3),2016.0,matched (3)
5083031002.0,TOC DISC,1.0,1,0,0,1.0,212800.0,63.666668,1251 S WEST BLVD,DIR-2018-2029-TOC,625,599,,19421,20,3.0,17.0,0.15,10.0,-1705.0383,90019.0,2809800.0,6628300.0,4492900.0,0.0,0.0,6037212800.0,45995.0,37.881874,48.765842,733400.0,1130.0,4.6032624,4/10/2018,4/26/2018,8/15/2018,1251 S WEST BLVD,18010-30000-00179,1/17/2018,10/4/2019,"$114,344",2018,0,0,0,0.0,0.0,20778.0,5548.0,0.0,20.0,16.0,0.0,1.0,15.0,16.0,0.8,0,2,I-A,V-A,0,,,0.8766729,6.0,3.0,yes,yes,AIN,1.0,0.0,6.395262,2.9957323,0.0,10.736288,1.0,1.0,1.0,0.0,0.8,2.7725887,0.0,1.0,,matched (3),2018.0,matched (3)
5084003006.0,TOC BR,1.0,1,0,0,1.0,216200.0,79.2,838 S LA BREA AVE,,472,472,,39280,53,6.0,47.0,0.11320755,4.0,-2463.85,90036.0,5382600.0,11178400.0,8733600.0,0.0,0.0,6037216200.0,81452.0,20.27736,19.172413,961800.0,1771.0,5.3336334,#N/A,#N/A,#N/A,838 S LA BREA AVE,18010-10000-00467,2/12/2018,5/30/2019,"$218,031",1,1,0,0,560.0,1.0,40825.0,20645.0,59.0,59.0,29.0,12.0,1.0,31.0,44.0,0.8,8,8,I-A,III-A,0,,yes,0.98,7.0,,no,yes,manual2,0.0,0.0,6.156979,3.9702919,0.0,11.307769,1.0,1.0,0.0,1.0,0.5471698,3.7841897,0.0,,,matched (3),2018.0,matched (3)
5084021017.0,TOC BR,1.0,1,0,0,1.0,216100.0,72.333336,1180 S LA BREA AVE,,703,703,,60009,67,9.0,58.0,0.13432837,10.0,-2060.2773,90019.0,2809800.0,6628300.0,4492900.0,0.0,0.0,6037216100.0,96552.0,54.90566,63.87208,929600.0,1583.0,5.208577,9/12/2017,10/13/2017,4/12/2018,1180 S LA BREA AVE,17010-10000-04195,10/30/2017,10/3/2019,"$289,116",1,1,0,0,0.0,0.0,50784.0,37004.0,56.0,56.0,86.0,12.0,3.0,83.0,98.0,1.5,8,8,I-A,0,0,,,0.9630446,15.0,4.0,no,no,address,0.0,0.0,6.555357,4.204693,0.0,11.477837,1.0,1.0,0.0,1.0,1.2835821,4.5849676,0.0,,,matched (3),2017.0,matched (3)
5085015032.0,Non-TOC Disc,,1,0,0,1.0,217100.0,75.4,1233 S DUNSMUIR AVE,DIR-2020-3399-TOC-HCA,546,546,,14878,14,0.0,14.0,0.0,10.0,-128.72523,90019.0,2809800.0,6628300.0,4492900.0,0.0,0.0,6037217100.0,62414.0,31.742651,30.636967,747200.0,1281.0,5.7021112,5/28/2020,9/25/2020,11/13/2020,1233 S DUNSMUIR AVE,16010-10000-04105,9/16/2016,3/16/2018,"$91,769",#N/A,#N/A,#N/A,0,0.0,0.0,16887.0,0.0,18.0,14.0,34.0,7.0,1.0,10.0,18.0,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.92731446,6.0,5.0,no,no,AIN,0.0,0.0,6.302619,2.6390574,0.0,11.041545,1.0,1.0,1.0,0.0,2.4285715,2.8903718,1.0,1.0,1.0,matched (3),2016.0,matched (3)
